id,AA,b,bs,el,f,g,j,k,l,tf,room,living,toilet,p
0,1,4,0.659,1,4,26.0,1,1,0,8,2,1,1,227934
1,5,1,0.6701999999999999,1,3,25.0,4,1,0,25,1,2,1,413223
2,5,1,0.6564,1,5,32.0,3,1,1,19,4,2,2,325643
4,1,1,0.5998,1,15,28.0,2,1,0,36,1,1,1,291802
5,1,1,0.6595,1,13,28.0,1,1,0,14,3,2,2,501233
6,1,1,0.43329999999999996,1,11,12.0,1,1,1,13,3,2,2,437769
7,2,2,0.9118999999999999,0,3,43.0,2,1,0,5,7,1,6,316245
9,1,4,0.7376,1,4,29.0,1,1,0,8,3,2,2,455527
10,1,2,0.8714,0,3,45.0,1,1,0,4,3,2,1,200982
12,5,2,0.7573000000000001,0,4,30.0,2,1,0,5,3,2,2,130688
13,1,1,0.4067,1,15,6.0,1,1,1,15,1,1,1,309408
14,1,1,0.7403,1,9,27.0,1,1,0,12,3,1,1,492165
16,1,1,0.7676999999999999,1,3,31.0,1,1,0,12,3,2,2,449084
17,1,2,0.9373,0,4,43.0,1,1,0,5,3,2,1,392612
18,1,1,0.3701,1,6,9.0,1,1,1,15,1,1,1,514215
21,1,4,0.6093,1,4,26.0,1,1,0,8,2,1,1,602575
22,1,1,0.5935,1,5,1.0,2,1,0,11,2,2,1,492942
23,1,1,0.42060000000000003,1,11,9.0,1,1,1,15,1,1,1,612988
24,5,1,0.39890000000000003,1,11,28.0,1,1,1,12,1,1,1,234301
25,1,4,0.8676999999999999,1,5,32.0,6,1,0,7,3,1,2,531683
27,1,1,0.6443000000000001,1,21,28.0,2,1,0,36,3,2,2,375699
28,2,2,0.9415,0,1,33.0,1,1,0,5,4,2,1,310304
29,1,1,0.662,1,19,28.0,2,1,0,36,3,2,2,361547
30,1,1,0.31679999999999997,1,12,28.0,1,1,1,14,1,1,1,543074
31,1,1,0.6967,1,6,28.0,2,1,0,16,2,2,1,525220
32,1,1,0.6071,1,14,15.0,2,1,0,15,3,2,2,380364
33,1,1,0.7784,1,11,30.0,2,1,0,16,1,1,1,458205
34,1,1,0.7338,1,2,27.0,1,1,0,12,2,2,1,555636
35,1,1,0.6394,1,6,26.0,2,1,0,17,4,2,2,383650
36,5,2,0.925,0,4,43.0,1,1,0,4,4,2,2,202119
37,1,2,0.8618000000000001,0,3,44.0,1,1,0,5,2,2,2,365729
38,1,1,0.5724,1,5,12.0,3,1,0,11,2,2,1,599921
39,1,4,0.3993,1,5,14.0,1,1,1,9,2,1,1,484003
40,1,4,0.6953,1,4,29.0,1,1,0,7,2,2,1,460377
41,1,1,0.6787000000000001,1,27,26.0,1,1,0,32,3,2,1,275689
42,1,1,0.6007,1,30,28.0,2,1,0,36,2,2,1,363580
44,1,4,0.6962999999999999,1,3,26.0,1,1,0,8,3,2,2,340228
45,2,1,0.6820999999999999,1,14,26.0,2,1,0,17,4,2,2,465967
46,1,2,0.8532,0,3,35.0,1,1,0,5,3,2,2,360555
47,1,1,0.6720999999999999,1,3,29.0,1,1,0,16,2,1,1,542456
49,1,1,0.7062,1,23,29.0,1,1,0,25,2,2,1,531765
50,2,1,0.6877,1,13,26.0,2,1,0,16,1,1,1,556162
52,1,1,0.436,1,3,9.0,1,1,1,15,3,2,1,547752
53,1,4,0.6420999999999999,1,1,31.0,1,1,1,6,4,2,2,390843
55,1,1,0.6740999999999999,1,3,13.0,1,1,0,29,1,1,1,669187
56,1,1,0.762,1,9,30.0,1,1,2,19,3,2,2,605488
57,1,4,0.6187,1,7,29.0,1,1,1,7,3,2,2,338641
58,1,1,0.6666,1,12,28.0,2,1,0,16,2,1,1,574056
59,1,1,0.5613,1,7,19.0,1,1,1,12,3,2,2,497236
61,5,4,0.4512,1,1,7.0,2,1,1,5,1,1,1,311501
63,1,4,0.5188,1,4,23.0,1,1,0,7,3,2,2,373825
64,1,1,0.7245999999999999,1,16,30.0,1,1,1,19,2,2,1,312185
65,5,2,0.9567,0,4,38.0,1,1,0,4,3,2,2,365458
66,5,1,0.6056,1,5,28.0,1,1,1,16,3,1,2,181679
67,1,4,0.6453,1,7,31.0,1,1,0,7,2,2,1,566205
68,1,1,0.4886,1,4,8.0,1,1,1,11,4,2,2,374684
69,1,1,0.6827,1,25,26.0,1,1,0,32,2,2,2,289732
70,1,1,0.6456999999999999,1,5,29.0,1,1,0,25,1,1,1,573134
71,1,4,0.6369,1,3,17.0,1,1,0,9,3,2,2,505187
72,1,2,0.8917,0,3,41.0,4,1,0,5,3,2,2,345002
74,1,4,0.3889,1,7,4.0,1,1,1,10,2,1,1,477792
75,1,1,0.5498,1,12,15.0,1,1,0,14,2,2,1,626618
77,2,1,0.6479,1,20,26.0,2,1,0,22,2,2,1,600740
78,1,1,0.6976,1,19,29.0,2,1,0,24,1,1,1,596893
81,1,1,0.6038,1,8,1.0,1,1,0,21,2,1,1,745078
82,5,2,0.856,0,4,43.0,5,1,0,4,4,2,2,207408
83,5,1,0.706,1,22,25.0,4,1,1,25,3,2,2,334992
84,1,4,0.46590000000000004,1,2,20.0,1,1,1,8,2,2,1,434301
85,1,1,0.5796,1,16,6.0,1,1,0,22,3,2,2,369845
89,5,1,0.8323999999999999,1,7,27.0,3,1,1,16,3,2,2,460175
91,1,1,0.6565000000000001,1,15,28.0,2,1,0,16,1,1,1,521253
92,2,4,0.48619999999999997,1,7,6.0,1,1,1,10,2,1,2,353805
93,1,1,0.5864,1,10,1.0,1,1,0,21,1,1,1,740853
94,1,1,0.8096,1,13,29.0,1,1,0,13,3,2,1,501997
96,1,2,1.0,0,1,56.0,1,1,0,3,3,3,1,322899
97,1,1,0.4131,1,7,8.0,1,1,1,15,1,1,1,596516
98,1,1,0.5427000000000001,1,4,17.0,1,1,0,14,2,2,1,620952
100,1,4,0.7384000000000001,1,3,29.0,1,1,0,8,3,2,2,317144
101,5,1,0.6453,1,17,25.0,8,1,0,25,1,1,1,357511
102,1,4,0.6191,1,4,30.0,1,1,0,6,3,2,2,372783
103,1,1,0.5559000000000001,1,12,26.0,1,1,1,32,4,2,3,208334
104,1,2,0.8404,0,1,45.0,1,1,0,4,3,2,2,417547
105,1,1,0.6038,1,10,1.0,1,1,0,21,2,1,1,748826
107,1,2,0.8448,0,4,44.0,1,1,0,5,3,2,1,304311
108,2,1,0.6269,1,2,17.0,3,1,0,19,1,1,1,542972
109,1,1,0.7056999999999999,1,8,30.0,1,1,0,12,3,2,3,254731
110,1,1,0.444,1,6,8.0,1,1,1,15,1,1,1,552701
111,1,1,0.3857,1,14,8.0,1,1,1,15,2,1,1,632688
112,1,1,0.4346,1,7,9.0,1,1,1,15,3,2,1,563521
113,2,1,0.7325,1,11,30.0,1,1,0,12,2,1,1,499947
114,1,2,0.7620999999999999,0,4,35.0,5,1,1,5,3,2,2,281312
115,5,2,0.8848,0,1,45.0,1,1,0,4,2,2,1,400701
116,1,4,0.6698000000000001,1,4,28.0,1,1,0,7,2,2,1,393782
118,1,1,0.6664,1,9,28.0,1,1,0,14,2,2,1,542552
119,2,2,0.9479000000000001,0,3,38.0,1,1,0,5,3,2,2,393180
121,5,1,0.7559,1,3,42.0,2,1,0,14,1,1,1,210344
123,1,1,0.4445,1,10,12.0,3,1,1,11,2,2,1,474638
125,1,1,0.6289,1,5,8.0,1,1,0,11,1,1,1,461226
126,1,1,0.6247,1,4,29.0,1,1,0,25,1,1,1,581676
127,1,4,0.6297999999999999,1,4,28.0,1,1,1,8,2,2,1,585131
128,1,1,0.6840999999999999,1,4,26.0,1,1,0,33,2,2,2,271679
129,1,2,0.8698,0,3,44.0,2,1,0,4,3,2,2,268155
130,5,1,0.6723,1,8,25.0,4,1,1,12,4,2,2,320988
131,1,1,0.7208,1,15,29.0,1,1,0,25,2,1,1,524810
132,1,1,0.6577,1,11,28.0,2,1,0,16,1,1,1,530433
134,5,2,0.6553,0,4,29.0,1,1,0,5,3,2,2,168367
135,2,1,0.643,1,22,26.0,2,1,0,23,2,2,1,618787
136,1,1,0.6023,1,5,7.0,2,1,0,11,2,2,1,632879
137,1,1,0.4558,1,18,1.0,1,1,1,21,2,2,1,794192
138,1,4,0.6327,1,1,33.0,2,1,0,6,3,2,2,263987
139,5,4,0.8782,1,6,42.0,1,1,0,7,1,1,1,367974
140,2,1,0.5789,1,9,7.0,1,1,0,19,2,1,1,624638
141,1,1,0.8736,1,8,28.0,2,1,1,23,2,2,2,295835
142,2,2,0.8597,0,4,39.0,3,1,0,5,3,2,2,166909
143,5,2,1.0,0,1,51.0,2,1,0,4,3,2,1,426982
144,1,2,0.8756,0,1,42.0,1,1,0,5,2,2,1,612982
145,1,1,0.6547,1,5,30.0,1,1,0,16,2,2,1,421203
146,1,1,0.7898999999999999,1,9,30.0,1,1,0,15,1,1,1,457451
147,1,1,0.7448,1,2,30.0,1,1,0,12,3,2,2,287944
148,1,2,0.9209,0,2,44.0,1,1,0,4,3,2,1,379035
149,1,1,0.5912,1,6,1.0,2,1,0,11,2,1,1,460512
150,5,4,0.4242,1,5,2.0,4,1,1,6,2,2,1,475012
151,5,2,0.9023,0,4,43.0,2,1,0,4,3,2,2,272919
152,5,1,0.5992999999999999,1,23,25.0,8,1,1,25,3,2,2,287617
153,1,1,0.47119999999999995,1,13,15.0,1,1,1,14,3,2,2,578506
154,2,4,0.5456,1,3,30.0,2,1,1,6,2,2,2,322787
155,1,4,0.5261,1,7,16.0,1,1,1,10,3,2,2,317461
156,1,1,0.4707,1,3,8.0,1,1,1,11,3,2,2,336221
157,1,2,0.8656999999999999,0,4,43.0,1,1,0,5,5,2,1,185957
158,1,1,0.42210000000000003,1,5,12.0,3,1,1,11,2,1,1,582169
159,2,2,0.9157,0,4,38.0,1,1,0,5,3,1,1,254142
160,1,1,0.5865,1,9,1.0,1,1,0,21,1,1,1,748896
161,1,1,0.8405,1,14,30.0,1,1,0,24,4,2,2,496007
163,1,1,0.6983,1,7,27.0,1,1,0,12,2,2,2,545283
164,1,4,0.5444,1,5,1.0,1,1,0,7,2,2,1,600830
165,1,1,0.4343,1,16,6.0,1,1,1,22,2,2,1,261395
166,1,1,0.7669,1,4,30.0,1,1,0,24,1,1,1,583339
167,1,4,0.6324000000000001,1,3,27.0,1,1,0,9,1,1,1,500089
168,1,4,0.5912,1,4,31.0,1,1,1,7,3,2,2,388598
169,1,1,0.48700000000000004,1,9,15.0,2,1,1,15,3,2,2,441127
170,1,1,0.4473,1,17,1.0,1,1,1,21,2,1,1,784450
171,1,1,0.5864,1,9,1.0,1,1,0,21,1,1,1,748939
172,1,4,0.7801,1,4,29.0,2,1,0,6,2,2,1,178714
173,5,2,0.635,0,4,25.0,1,1,0,5,3,2,2,252450
175,1,1,0.4558,1,18,1.0,1,1,1,21,2,2,1,794192
176,1,1,0.5865,1,18,1.0,1,1,0,21,1,1,1,793484
177,1,1,0.5864,1,8,1.0,1,1,0,21,1,1,1,747035
178,1,1,0.5864,1,18,1.0,1,1,0,21,1,1,1,797441
179,1,1,0.5299,1,8,13.0,1,1,2,29,4,2,2,509296
180,5,4,0.6367,1,3,29.0,1,1,0,8,2,1,1,391990
181,1,1,0.7421,1,10,27.0,1,1,0,12,1,2,1,605848
182,1,1,0.4425,1,10,8.0,1,1,1,15,2,1,1,568083
183,1,2,0.8036,0,5,35.0,5,1,1,5,4,2,2,261382
184,1,1,0.5426,1,24,10.0,2,1,1,29,4,2,2,662291
185,5,4,0.5602,1,2,7.0,16,1,0,10,4,2,2,594122
187,1,1,0.623,1,10,28.0,2,1,0,16,2,1,1,547802
188,1,1,0.7672,1,7,31.0,1,1,0,12,3,2,2,434545
189,1,1,0.46740000000000004,1,11,7.0,1,1,1,15,2,2,1,475041
191,1,2,0.9061,0,3,45.0,1,1,0,4,5,2,1,310403
192,5,4,0.7076,1,2,29.0,1,1,1,10,4,2,2,205276
193,1,2,1.0,0,2,50.0,1,1,0,4,3,2,1,398757
194,1,1,0.6367,1,3,28.0,1,1,0,14,1,1,1,562843
195,1,1,0.4558,1,10,1.0,1,1,1,21,2,2,1,710291
196,5,1,0.6537000000000001,1,17,25.0,4,1,1,28,3,2,2,362413
197,1,4,0.5109,1,9,24.0,1,1,1,9,3,2,2,220747
198,1,4,0.5112,1,9,24.0,1,1,1,9,3,2,2,441494
199,1,4,0.7219,1,2,31.0,1,1,0,8,3,2,2,75699
200,1,1,0.4559,1,5,1.0,2,1,1,11,3,2,2,341838
201,1,1,0.5868,1,12,28.0,1,1,0,13,2,2,1,440238
202,1,1,0.6536,1,10,28.0,1,1,0,11,3,2,2,546155
203,2,1,0.516,1,11,28.0,1,1,1,23,3,2,2,483815
204,5,1,0.6357,1,19,25.0,4,1,1,25,3,2,2,371299
205,5,1,0.6507999999999999,1,5,25.0,4,1,0,25,3,2,2,367180
206,1,1,0.4919,1,4,1.0,1,1,1,21,3,2,2,513752
207,1,1,0.4558,1,15,1.0,1,1,1,21,2,2,1,493755
208,1,1,0.4919,1,12,1.0,1,1,1,21,3,2,2,282109
209,1,1,0.4558,1,12,1.0,1,1,1,21,2,2,1,291385
210,1,1,0.6262,1,13,26.0,1,1,1,18,3,2,2,294278
211,5,1,0.6453,1,22,25.0,8,1,0,25,1,1,1,381345
212,2,1,0.8251999999999999,1,21,28.0,1,1,0,26,2,2,1,619425
213,1,4,0.6472,1,5,26.0,1,1,0,8,2,1,1,349481
215,5,1,0.5055,1,10,28.0,1,1,1,12,2,2,1,244939
216,1,1,0.6505,1,17,28.0,1,1,1,28,2,1,1,356255
217,1,1,0.4384,1,3,1.0,2,1,1,11,3,2,2,386264
218,1,1,0.4384,1,6,1.0,2,1,1,11,3,2,2,386264
219,1,4,0.6862999999999999,1,6,32.0,1,1,0,7,1,1,1,441124
220,1,1,0.5863,1,26,26.0,1,1,1,33,3,2,2,214129
221,1,1,0.5274,1,6,16.0,1,1,1,15,4,2,2,387511
222,5,1,0.611,1,20,25.0,8,1,0,25,2,1,1,379851
223,5,1,0.6420999999999999,1,16,25.0,4,1,1,25,3,2,2,360278
224,1,2,0.9742000000000001,0,2,43.0,1,1,0,5,3,2,1,379240
225,1,4,0.7578,1,2,31.0,1,1,0,6,3,2,2,410238
226,1,1,0.5124,1,11,28.0,1,1,1,14,3,2,2,413336
227,1,1,0.6147,1,4,11.0,1,1,0,15,2,2,1,482195
228,1,1,0.6895,1,4,29.0,1,1,0,13,2,2,1,520274
229,5,1,0.6357,1,8,25.0,4,1,1,25,3,2,2,351967
230,1,1,0.4558,1,16,1.0,1,1,1,21,2,1,1,102169
231,1,1,0.4919,1,16,1.0,1,1,1,21,3,2,2,106132
232,1,1,0.4919,1,16,1.0,1,1,1,21,3,2,2,106132
233,1,1,0.4523,1,2,12.0,1,1,2,24,3,2,2,350112
234,1,1,0.5268,1,26,10.0,2,1,1,29,3,2,2,560102
235,2,4,0.73,1,6,25.0,2,1,0,8,2,1,1,299993
236,1,1,0.6865000000000001,1,3,33.0,1,1,1,11,3,2,2,292469
237,5,2,0.6756,0,4,45.0,1,1,0,4,6,3,2,299779
238,1,2,0.9170999999999999,0,3,45.0,1,1,0,4,3,2,1,404377
239,5,2,0.5493,0,1,28.0,1,1,1,4,2,1,1,310701
240,1,4,0.5418999999999999,1,8,26.0,1,1,2,9,4,2,2,317831
241,1,1,0.6129,1,4,18.0,1,1,0,14,2,2,1,571210
242,5,4,0.5243,1,1,18.0,1,1,1,6,3,2,2,334631
244,5,1,0.6317,1,8,42.0,2,1,1,14,4,2,2,323759
245,1,1,0.579,1,10,1.0,2,1,0,20,2,2,1,701015
246,1,1,0.6304,1,3,28.0,2,1,0,36,1,1,1,359967
247,1,4,0.5345,1,2,3.0,1,1,0,9,2,1,1,566949
248,1,2,0.9567,0,3,44.0,2,1,0,5,3,2,1,294241
249,1,1,0.7467,1,6,30.0,2,1,0,17,2,2,1,333025
250,1,1,0.6217,1,14,28.0,2,1,0,36,2,1,1,422271
251,5,2,0.8955,0,3,40.0,2,1,0,5,3,2,1,413223
252,1,4,0.5423,1,6,26.0,1,1,0,7,3,2,2,411074
253,1,4,0.6107,1,2,32.0,1,1,0,6,3,2,2,326476
254,1,1,0.7691,1,19,30.0,1,1,0,24,1,1,1,623402
255,5,1,0.6459,1,3,25.0,4,1,1,25,2,2,1,332714
256,1,1,0.8219,1,5,29.0,2,1,0,14,4,2,2,212099
257,1,2,0.8874,0,3,43.0,4,1,0,5,3,2,1,334483
258,2,2,0.9285,0,3,44.0,9,1,0,4,4,2,2,275243
259,1,1,0.5193,1,5,29.0,1,1,1,13,2,1,1,434417
262,1,4,0.7353000000000001,1,6,30.0,1,1,0,7,3,2,2,453864
263,1,1,0.4703,1,5,7.0,1,1,1,21,3,2,2,317349
264,1,2,0.8795999999999999,0,4,44.0,1,1,0,4,4,3,2,384916
265,5,4,0.5451,1,4,27.0,1,1,1,7,2,2,1,472440
266,1,1,0.5084000000000001,1,12,15.0,1,1,2,15,3,2,2,369835
267,1,1,0.4899,1,5,13.0,1,1,1,29,3,2,2,590645
268,1,1,0.7656000000000001,1,4,29.0,1,1,1,17,4,2,2,369868
269,1,2,0.8891,0,2,43.0,1,1,0,5,3,2,1,296331
270,1,1,0.5106,1,2,7.0,1,1,1,21,3,2,2,600172
271,2,1,0.6461,1,28,25.0,1,1,0,28,3,2,2,665812
272,1,1,0.483,1,6,12.0,3,1,1,11,3,2,2,593603
273,5,1,0.5992999999999999,1,19,25.0,8,1,1,25,3,2,2,300638
274,1,1,0.43520000000000003,1,14,6.0,1,1,1,22,2,2,1,661098
276,1,4,0.5488000000000001,1,5,30.0,1,1,1,6,3,1,2,301048
277,1,4,0.5029,1,2,6.0,2,1,1,10,2,1,1,471891
278,1,4,0.5931000000000001,1,4,29.0,2,1,1,6,2,2,1,141858
279,1,1,0.486,1,16,29.0,1,1,1,16,2,2,1,483468
281,1,1,0.5377000000000001,1,6,30.0,2,1,1,12,3,2,2,396936
282,1,1,0.4839,1,15,8.0,1,1,1,15,2,1,1,510509
283,5,4,0.4474,1,4,23.0,1,1,1,10,3,2,2,470463
284,5,4,0.4656,1,2,23.0,1,1,1,10,3,2,2,426063
285,1,1,0.7735,1,6,30.0,1,1,0,12,3,2,2,248238
286,1,1,0.3701,1,2,8.0,1,1,1,15,2,1,1,608083
287,1,4,0.5958,1,7,26.0,1,1,1,7,3,2,2,367742
288,5,1,0.5635,1,2,28.0,1,1,1,12,4,2,2,420390
289,5,4,0.7675,1,8,29.0,1,1,0,10,2,2,1,448271
290,1,1,0.4157,1,11,1.0,2,1,1,11,2,2,1,391296
291,1,4,0.5493,1,2,20.0,1,1,1,7,3,2,2,434674
292,1,4,0.6485,1,4,26.0,1,1,0,6,2,2,1,582876
293,1,1,0.7848999999999999,1,7,29.0,1,1,1,19,4,2,2,315709
294,5,4,0.8782,1,6,42.0,1,1,0,7,1,1,1,358026
297,1,2,0.9204000000000001,0,5,41.0,2,1,0,5,3,2,1,291455
298,1,4,0.6362,1,8,15.0,1,1,0,9,2,1,1,638417
299,1,1,0.5466,1,4,15.0,1,1,1,15,4,2,2,508519
300,1,1,0.3892,1,8,7.0,1,1,1,15,2,1,1,624737
301,1,2,0.8061,0,4,35.0,2,1,0,5,3,2,2,235600
302,1,4,0.4852,1,7,6.0,2,1,1,10,3,2,2,493779
303,1,4,0.7963,1,6,25.0,1,1,0,7,4,2,2,519078
304,1,2,0.9143000000000001,0,4,37.0,2,1,0,5,3,2,1,396909
305,5,4,0.5104,1,5,29.0,1,1,1,7,3,1,2,489428
306,1,4,0.5041,1,6,20.0,1,1,1,7,3,2,2,458820
307,2,2,0.8597,0,4,39.0,3,1,0,5,3,2,2,310033
308,1,2,0.8291,0,4,45.0,1,1,0,5,3,2,1,306093
309,1,1,0.669,1,9,30.0,1,1,1,13,2,1,1,256850
310,1,1,0.5423,1,14,15.0,1,1,1,15,4,2,2,657821
311,1,1,0.4919,1,7,1.0,1,1,1,21,3,2,2,724641
312,1,1,0.5508,1,1,7.0,1,1,1,13,3,2,2,565379
313,1,4,0.3586,1,7,28.0,1,1,0,7,2,2,1,336486
314,1,1,0.5797,1,3,7.0,1,1,0,15,2,2,1,469967
315,1,1,0.6559,1,4,30.0,1,1,0,14,3,2,1,476668
316,5,2,0.8684000000000001,0,2,44.0,2,1,0,2,3,2,2,60850
317,5,2,0.5535,0,1,25.0,1,1,0,5,2,1,1,193521
318,1,1,0.4919,1,15,1.0,1,1,1,21,3,2,2,758347
319,1,1,0.48,1,10,17.0,4,1,1,12,3,2,2,270493
320,1,1,0.4919,1,17,1.0,1,1,1,21,3,2,2,766142
321,1,1,0.7078,1,6,26.0,1,1,0,32,2,2,1,289256
322,1,1,0.506,1,9,30.0,1,1,1,12,2,2,1,229537
323,1,1,0.8212999999999999,1,12,28.0,2,1,0,23,2,2,1,427021
324,2,1,0.7570999999999999,1,10,33.0,1,1,0,12,2,1,1,526939
325,1,1,0.47229999999999994,1,11,29.0,1,1,1,25,2,2,1,352727
326,5,1,0.7331,1,3,42.0,2,1,0,14,2,2,1,343068
327,1,4,0.7376,1,2,30.0,1,1,0,8,3,2,2,216106
328,1,4,0.7362000000000001,1,5,30.0,1,1,0,7,3,2,2,89190
329,4,2,1.0,0,2,56.0,1,1,0,2,4,2,2,163785
330,1,1,0.47659999999999997,1,15,8.0,1,1,1,15,2,2,2,548955
331,1,1,0.5168,1,8,24.0,1,1,1,16,3,2,2,219977
333,1,1,0.6173,1,9,29.0,1,1,0,16,3,2,1,426926
334,1,1,0.6686,1,6,30.0,1,1,0,13,4,2,2,498612
335,1,2,0.8434999999999999,0,4,43.0,2,1,0,5,4,1,1,325636
336,1,2,0.8062,0,2,37.0,1,1,0,4,4,1,4,314678
337,1,1,0.4558,1,8,1.0,1,1,1,21,2,2,1,743719
338,1,4,0.3362,1,4,15.0,1,1,1,9,1,1,1,301583
339,1,1,0.6739,1,4,13.0,1,1,0,29,1,1,1,664043
341,5,4,0.6264,1,3,33.0,2,1,1,7,3,2,2,403613
342,1,2,0.9739,0,3,31.0,1,1,0,5,1,1,1,587755
343,1,2,0.86,0,2,42.0,1,1,0,5,2,2,1,498258
344,5,4,0.7367,1,6,30.0,2,1,0,7,3,2,2,261111
345,1,2,0.9595999999999999,0,2,37.0,1,1,0,5,3,2,2,383950
346,2,1,0.6822,1,13,26.0,2,1,0,17,3,2,1,647345
347,1,1,0.4053,1,12,1.0,2,1,1,20,2,2,1,690509
348,1,2,1.0,0,3,51.0,1,1,0,3,3,1,1,228479
349,1,4,0.8389,1,4,32.0,1,1,0,7,3,2,2,381689
350,1,1,0.4656,1,3,6.0,1,1,1,14,3,2,2,645888
351,2,2,0.8715,0,4,42.0,1,1,0,4,3,2,2,371471
352,1,1,0.6947,1,29,26.0,1,1,0,32,1,1,1,318860
353,1,1,0.3872,1,4,9.0,1,1,1,15,1,1,1,599937
354,1,1,0.4025,1,2,7.0,1,1,1,15,1,1,1,647332
355,1,4,0.4293,1,4,28.0,2,1,1,10,2,2,1,394936
356,1,1,0.4636,1,8,8.0,1,1,1,11,3,2,2,338258
358,1,1,0.4053,1,19,1.0,2,1,1,20,2,2,1,712010
359,1,1,0.409,1,17,1.0,2,1,1,20,2,2,1,704777
360,1,1,0.5543,1,8,24.0,1,1,1,13,3,2,2,388536
361,1,4,0.5583,1,6,13.0,1,1,1,10,5,2,2,516440
362,1,4,0.5307999999999999,1,1,31.0,1,1,1,6,2,2,1,525699
363,1,1,0.5423,1,10,15.0,1,1,1,15,4,2,2,518846
365,1,1,0.5986,1,11,30.0,1,1,1,12,3,2,2,377448
366,1,4,0.4959,1,4,9.0,1,1,1,7,3,2,2,274992
367,1,1,0.4673,1,11,8.0,1,1,1,15,3,2,2,547603
368,5,1,0.6622,1,10,25.0,4,1,1,23,4,2,2,376655
369,1,1,0.5077,1,13,29.0,2,1,1,17,2,2,2,332893
370,5,4,0.4172,1,2,7.0,2,1,1,5,2,2,1,407124
371,1,1,0.8664000000000001,1,7,28.0,2,1,1,24,2,1,1,228304
373,5,1,0.632,1,9,25.0,4,1,1,25,3,2,2,413263
374,5,1,0.6784,1,4,25.0,4,1,1,12,3,2,2,355061
