id,AA,b,bs,el,f,g,j,k,l,tf,room,living,toilet,p
375,5,1,0.6995999999999999,1,18,25.0,4,1,1,25,3,2,2,363626
376,5,1,0.6625,1,6,28.0,1,1,1,15,3,2,2,191408
377,5,4,0.4324,1,6,7.0,16,1,1,10,4,2,2,476979
378,5,1,0.6537000000000001,1,26,25.0,4,1,1,28,3,2,2,362413
379,1,1,0.48700000000000004,1,6,14.0,2,1,1,15,3,2,2,358929
380,1,1,0.4307,1,7,7.0,1,1,1,15,2,2,1,608671
383,1,1,0.6285000000000001,1,1,30.0,1,1,1,24,4,2,3,526757
384,2,1,0.5057,1,6,26.0,2,1,1,16,2,1,1,353197
385,1,4,0.5085000000000001,1,7,26.0,1,1,1,8,3,2,2,460046
387,1,1,0.5052,1,12,28.0,3,1,1,20,3,2,2,347246
388,5,1,0.6625,1,7,28.0,1,1,1,15,3,2,2,198086
389,1,1,0.5188,1,6,14.0,1,1,1,14,3,2,2,319131
391,5,4,0.3906,1,7,1.0,1,1,1,8,2,2,1,628013
392,1,1,0.45549999999999996,1,12,9.0,1,1,1,15,2,2,1,421884
394,1,1,0.4558,1,21,1.0,1,1,1,21,2,2,1,796195
395,1,1,0.4473,1,15,1.0,1,1,1,21,2,1,1,776575
396,1,1,0.4542,1,11,8.0,1,1,1,11,2,2,1,580235
397,1,1,0.5014,1,30,26.0,1,1,1,33,2,2,1,180906
398,1,1,0.4919,1,12,1.0,1,1,1,21,3,2,2,746526
399,2,1,0.5083,1,10,28.0,1,1,1,19,2,2,2,397957
400,1,1,0.37020000000000003,1,14,8.0,1,1,1,15,2,1,1,615220
401,1,1,0.858,1,22,28.0,2,1,1,24,4,2,2,358545
402,1,1,0.4919,1,15,1.0,1,1,1,21,3,2,2,337405
403,1,1,0.4558,1,15,1.0,1,1,1,21,2,2,1,324271
404,1,1,0.45520000000000005,1,2,28.0,1,1,1,14,2,1,1,537140
405,1,1,0.44020000000000004,1,9,12.0,3,1,1,11,2,1,1,545164
406,1,1,0.6498,1,8,24.0,1,1,0,14,2,1,1,583742
408,1,4,0.6953,1,3,29.0,1,1,0,7,2,2,1,425898
409,1,2,0.8290000000000001,0,3,44.0,1,1,0,5,3,2,1,321203
411,1,4,0.8403,1,3,28.0,1,1,0,7,3,2,2,524003
412,5,1,0.6494,1,25,25.0,4,1,0,25,3,2,2,366337
413,1,1,0.6389,1,10,26.0,1,1,0,23,1,1,1,322621
414,5,1,0.6323,1,18,25.0,4,1,0,25,3,2,2,365180
415,5,1,0.7073999999999999,1,7,24.0,1,1,0,12,1,1,1,387755
417,1,4,0.6043999999999999,1,3,28.0,2,1,0,7,1,1,1,462688
418,5,2,0.8778,0,2,43.0,1,1,0,5,3,2,2,396655
419,1,1,0.5002,1,14,28.0,2,1,1,16,3,2,2,198380
420,1,2,1.0,0,3,49.0,2,1,0,4,2,2,1,431825
421,2,2,0.9028,0,4,40.0,2,1,0,5,3,2,1,212311
422,1,1,0.6731999999999999,1,29,13.0,1,1,0,29,1,1,1,640873
423,1,1,0.42619999999999997,1,2,1.0,2,1,1,11,2,1,1,408218
424,1,4,0.5902000000000001,1,2,31.0,1,1,1,7,3,2,2,332896
425,1,1,0.4335,1,14,1.0,2,1,1,20,3,2,2,677980
426,2,1,0.45640000000000003,1,6,26.0,2,1,1,17,4,2,2,491352
427,2,1,0.4781,1,26,24.0,1,1,1,28,2,2,2,474198
428,5,4,0.4736,1,1,29.0,1,1,1,7,3,2,2,154393
429,1,2,0.8883,0,5,43.0,1,1,0,5,3,2,1,281312
430,1,2,0.8753,0,3,45.0,1,1,0,3,3,2,1,244179
431,1,1,0.6561,1,13,28.0,2,1,0,16,3,2,2,469686
432,1,4,0.7614,1,4,27.0,1,1,0,7,3,2,1,292757
433,5,1,0.7559,1,13,42.0,2,1,0,14,2,2,2,324182
434,5,1,0.5239,1,3,28.0,1,1,1,15,3,2,2,136585
435,1,1,0.5946,1,10,28.0,1,1,0,12,1,1,1,649630
436,1,1,0.6840999999999999,1,22,26.0,1,1,0,33,3,2,1,181121
437,1,1,0.5865,1,6,1.0,1,1,0,21,1,1,1,733074
438,1,1,0.5865,1,15,1.0,1,1,0,21,1,1,1,775266
439,1,1,0.701,1,17,16.0,2,1,0,23,2,1,1,477276
440,1,1,0.6038,1,6,1.0,1,1,0,21,2,1,1,740952
441,1,4,0.5388000000000001,1,5,3.0,1,1,0,10,2,1,2,583660
443,1,4,0.8015000000000001,1,6,31.0,1,1,0,7,3,2,2,365402
444,1,1,0.5748,1,2,16.0,1,1,0,14,3,2,2,547392
445,1,1,0.5964,1,14,17.0,4,1,0,14,2,1,1,350988
446,1,1,0.6393,1,14,28.0,1,1,0,18,2,2,1,469461
448,1,1,0.5511,1,9,16.0,1,1,0,14,2,1,1,602774
449,1,2,0.835,0,5,43.0,1,1,0,5,3,2,1,212264
450,1,1,0.6731999999999999,1,26,13.0,1,1,0,29,1,1,1,685950
452,1,2,0.8294,0,5,45.0,1,1,0,5,3,3,2,470936
453,1,1,0.675,1,9,27.0,1,1,0,12,1,1,1,700136
454,1,4,0.696,1,5,30.0,1,1,0,6,3,2,2,324853
455,1,1,0.6104999999999999,1,3,30.0,1,1,0,14,3,2,2,417974
456,1,1,0.723,1,15,30.0,3,1,0,16,3,2,2,426020
457,1,2,0.8499,0,5,43.0,1,1,0,5,2,1,1,329349
458,1,4,0.7592,1,2,29.0,1,1,0,6,2,1,1,307709
459,1,1,0.5501,1,9,15.0,1,1,0,14,2,2,1,619263
460,1,2,0.9283,0,4,39.0,1,1,0,5,3,2,2,490979
461,1,2,0.8744,0,4,44.0,1,1,0,4,3,2,1,229078
462,2,1,0.6693000000000001,1,2,26.0,2,1,0,16,3,2,1,499593
463,2,1,0.6479,1,9,26.0,2,1,0,23,2,2,1,597233
464,1,1,0.6894,1,4,29.0,1,1,0,12,2,2,1,598202
465,5,4,0.8782,1,6,42.0,1,1,0,7,1,1,1,377917
466,1,2,0.9401,0,3,37.0,2,1,0,5,5,5,5,458777
467,1,2,0.8732,0,2,35.0,1,1,0,5,3,2,2,384797
468,1,1,0.6511,1,22,26.0,1,1,0,32,2,1,1,324906
469,2,1,0.6479,1,4,26.0,2,1,0,23,2,2,1,643174
470,1,1,0.6007,1,20,28.0,2,1,0,36,2,1,1,397140
471,1,1,0.6739,1,8,13.0,1,1,0,29,1,1,1,667894
472,1,1,0.7173999999999999,1,12,29.0,1,1,0,12,2,1,1,480182
473,2,1,0.6479,1,17,26.0,2,1,0,23,2,2,1,604172
474,1,4,0.7118000000000001,1,4,28.0,1,1,0,7,2,2,1,556460
475,1,1,0.6658,1,3,28.0,1,1,0,14,2,2,2,530698
477,1,1,0.6907,1,6,26.0,1,1,0,32,1,1,1,313064
478,5,4,0.6999,1,3,29.0,1,1,1,10,4,2,2,195732
479,1,1,0.7062,1,17,29.0,1,1,0,25,3,2,2,491557
480,5,2,1.0,0,1,52.0,2,1,0,4,3,2,1,81131
481,1,2,0.8525,0,3,39.0,6,1,0,5,4,2,2,101511
482,1,1,0.5427000000000001,1,4,16.0,1,1,0,14,2,1,1,545008
483,1,1,0.43670000000000003,1,5,1.0,2,1,1,20,3,2,2,636777
484,1,1,0.47259999999999996,1,13,5.0,2,1,1,14,3,2,2,464109
485,1,2,0.8351000000000001,0,5,44.0,3,1,0,5,3,1,1,216919
486,5,2,0.4363,0,3,29.0,1,1,1,5,2,2,1,115831
487,5,2,0.4671,0,3,29.0,1,1,1,5,3,2,2,160430
489,1,4,0.7298,1,6,32.0,2,1,0,7,1,1,1,602605
492,1,1,0.4919,1,10,1.0,1,1,1,21,3,2,2,302813
493,1,1,0.4558,1,9,1.0,1,1,1,21,2,2,1,156010
494,1,1,0.5865,1,9,1.0,1,1,0,21,1,1,1,181481
495,1,1,0.4717,1,6,8.0,1,1,1,11,3,2,2,433537
496,1,1,0.6118,1,5,28.0,2,1,0,24,3,2,2,484671
497,1,2,0.8649,0,3,43.0,1,1,0,5,3,2,2,449547
498,1,1,0.8737,1,3,28.0,2,1,1,23,3,2,2,320238
499,1,4,0.6557999999999999,1,6,19.0,2,1,0,8,3,1,2,511362
500,1,1,0.5275,1,7,15.0,1,1,1,18,3,2,2,538096
501,1,1,0.5593,1,4,13.0,1,1,1,29,4,2,2,491974
502,5,4,0.42560000000000003,1,3,7.0,2,1,1,5,2,2,1,417398
507,1,1,0.6816,1,4,26.0,1,1,0,14,3,2,2,401775
508,1,1,0.4703,1,17,26.0,1,1,1,32,2,2,2,239081
509,1,1,0.8051,1,1,29.0,1,1,0,14,2,1,1,200608
510,1,1,0.5864,1,15,1.0,1,1,0,21,1,1,1,775567
511,1,1,0.4558,1,10,1.0,1,1,1,21,2,2,1,737702
512,1,1,0.7369,1,3,28.0,1,1,0,18,2,1,1,486248
514,1,1,0.6371,1,7,30.0,1,1,0,14,3,2,2,428102
515,1,1,0.4919,1,8,1.0,1,1,1,21,3,2,2,337405
517,2,1,0.45990000000000003,1,16,24.0,1,1,1,28,2,2,1,468942
518,1,1,0.5643,1,15,30.0,1,1,1,24,3,2,2,409792
519,1,1,0.4217,1,6,7.0,1,1,1,15,2,2,1,476086
520,1,1,0.6413,1,14,26.0,1,1,1,18,3,2,2,189193
521,1,2,0.8508,0,3,44.0,1,1,0,5,2,2,1,452721
522,1,1,0.4919,1,8,1.0,1,1,1,21,3,2,2,337405
523,5,4,0.4379,1,3,7.0,2,1,1,5,2,1,1,408307
524,1,1,0.4052,1,5,1.0,2,1,1,20,2,2,1,659038
527,1,1,0.6324000000000001,1,4,26.0,1,1,0,33,1,1,1,362793
528,1,1,0.5864,1,17,1.0,1,1,0,21,1,1,1,783174
529,1,1,0.5428000000000001,1,7,12.0,2,1,0,11,2,2,1,517147
530,5,1,0.8319,1,15,27.0,1,1,1,16,2,2,1,497534
531,1,2,0.9411,0,3,37.0,2,1,1,5,3,2,2,318251
532,1,1,0.4558,1,8,1.0,1,1,1,21,2,2,1,724664
533,1,1,0.4558,1,21,1.0,1,1,1,21,2,2,1,796195
534,1,1,0.5864,1,4,1.0,1,1,0,21,1,1,1,727540
535,1,1,0.5864,1,6,1.0,1,1,0,21,1,1,1,733246
536,1,1,0.5024000000000001,1,5,1.0,1,1,1,21,3,2,2,720618
537,1,1,0.4919,1,4,1.0,1,1,1,21,3,2,2,716843
538,1,1,0.5865,1,5,1.0,1,1,0,21,1,1,1,731157
539,1,1,0.5865,1,17,1.0,1,1,0,21,1,1,1,782936
540,1,1,0.4919,1,6,1.0,1,1,1,21,3,2,2,722628
541,1,1,0.6038,1,6,1.0,1,1,0,21,2,1,1,740952
542,1,1,0.6729,1,8,29.0,1,1,0,16,1,1,1,548390
543,1,1,0.3912,1,25,29.0,1,1,1,25,4,2,2,368374
544,1,4,0.5239,1,9,25.0,1,1,1,10,3,2,2,604136
545,1,1,0.5797,1,6,7.0,1,1,0,15,2,2,1,476780
546,5,1,0.7559,1,6,42.0,2,1,0,14,2,2,2,328502
547,5,1,0.6328,1,11,25.0,8,1,1,12,3,2,2,343742
548,1,1,0.6292,1,16,28.0,2,1,0,36,2,2,2,347693
549,1,1,0.4703,1,14,7.0,1,1,1,21,3,2,2,671534
550,1,1,0.7181000000000001,1,19,29.0,1,1,1,24,3,2,2,439253
551,1,4,0.6587999999999999,1,1,26.0,1,1,1,6,3,2,2,414017
552,1,1,0.4558,1,17,1.0,1,1,1,21,2,2,1,778817
553,1,4,0.6453,1,4,32.0,1,1,0,6,3,2,2,232040
554,5,2,0.6419,0,5,25.0,1,1,0,5,3,2,2,239894
555,1,1,0.3701,1,2,8.0,1,1,1,15,2,1,1,603395
556,1,1,0.46049999999999996,1,15,1.0,1,1,1,21,2,1,1,776575
557,1,4,0.5563,1,2,13.0,1,2,1,10,3,2,2,453131
558,1,1,0.579,1,16,1.0,2,1,0,20,2,2,1,703217
559,1,1,0.6881,1,28,26.0,1,1,0,32,2,2,2,284195
562,1,1,0.5865,1,10,1.0,1,1,0,21,1,1,1,740744
563,1,1,0.5865,1,12,1.0,1,1,0,21,1,1,1,763759
564,1,1,0.4558,1,10,1.0,1,1,1,21,2,2,1,737702
565,1,1,0.4919,1,10,1.0,1,1,1,21,3,2,2,729421
566,1,1,0.4843,1,8,15.0,1,1,1,11,3,2,2,525785
567,1,1,0.5533,1,5,18.0,1,1,0,12,3,2,2,491841
568,2,1,0.524,1,20,26.0,2,1,1,23,3,2,2,382747
569,5,1,0.5831000000000001,1,9,28.0,1,1,1,12,3,2,2,372433
570,5,2,0.7797,0,2,23.0,1,1,0,3,3,2,2,470271
571,5,2,0.9023,0,3,43.0,7,1,0,4,3,2,2,252192
572,1,1,0.6088,1,4,8.0,1,1,0,11,4,2,2,458489
573,1,4,0.7093,1,7,26.0,1,1,0,8,2,2,1,419392
574,1,1,0.4558,1,6,1.0,1,1,1,21,2,2,1,729679
575,1,1,0.4558,1,17,1.0,1,1,1,21,2,2,1,778817
576,1,1,0.5815,1,13,30.0,1,1,0,13,2,1,1,557339
578,1,1,0.5153,1,14,26.0,2,1,1,17,4,2,2,352119
579,1,1,0.4681,1,4,1.0,1,1,1,21,2,2,1,723590
580,1,1,0.4473,1,17,1.0,1,1,1,21,2,1,1,784450
581,1,1,0.4919,1,12,1.0,1,1,1,21,3,2,2,746526
582,1,1,0.5864,1,12,1.0,1,1,0,21,1,1,1,763679
583,1,1,0.4919,1,10,1.0,1,1,1,21,3,2,2,729421
584,1,1,0.3701,1,12,8.0,1,1,1,15,2,1,1,585821
585,5,1,0.6709,1,24,25.0,4,1,0,28,3,2,2,367101
586,5,2,0.8874,0,1,43.0,1,1,0,4,3,2,2,302817
587,1,2,0.9029,0,4,40.0,2,1,0,5,3,1,1,261269
588,5,4,0.4375,1,8,7.0,16,1,1,10,4,2,2,507597
589,1,1,0.4924,1,14,14.0,2,1,1,15,2,2,2,372549
591,1,2,0.8966,0,2,46.0,1,1,0,4,3,2,1,266350
606,1,2,0.948,0,3,43.0,1,1,0,5,3,2,1,383127
607,1,1,0.6284000000000001,1,13,26.0,1,1,0,32,2,2,1,320159
609,1,1,0.41409999999999997,1,29,26.0,1,1,1,32,2,2,1,226079
610,1,1,0.4336,1,9,7.0,1,1,2,21,3,2,2,646945
611,1,4,0.48100000000000004,1,7,14.0,1,1,0,9,2,2,1,422916
612,1,1,0.5153,1,14,25.0,2,1,1,17,4,2,2,353835
613,1,1,0.7129000000000001,1,6,29.0,2,1,0,17,2,2,1,510516
614,1,1,0.6675,1,9,29.0,1,1,0,11,4,3,2,549821
617,1,1,0.8817,1,5,28.0,2,1,2,24,3,2,2,355342
618,5,2,0.7744,0,4,29.0,1,1,1,5,3,2,2,165679
619,1,2,0.8649,0,4,42.0,2,1,0,5,3,1,1,280185
620,1,1,0.5865,1,8,1.0,1,1,0,21,1,1,1,727322
621,1,1,0.4558,1,6,1.0,1,1,1,21,2,2,1,720655
622,1,1,0.6623,1,4,26.0,1,1,0,14,3,2,2,374598
623,1,1,0.7129000000000001,1,13,29.0,2,1,0,17,2,2,1,510516
625,1,1,0.8001999999999999,1,10,29.0,1,1,0,15,2,2,1,475421
626,1,1,0.4852,1,17,7.0,1,1,1,21,2,2,1,632255
627,1,1,0.4949,1,4,16.0,1,1,1,14,4,2,2,559874
628,5,1,0.6056,1,3,28.0,1,1,1,16,1,2,1,227858
629,1,2,0.9005,0,4,39.0,2,1,0,5,3,2,2,576823
630,1,1,0.4558,1,5,1.0,1,1,1,21,2,2,1,727673
631,1,1,0.6552,1,34,28.0,2,1,0,36,2,1,1,454274
632,1,1,0.6548999999999999,1,9,28.0,1,1,0,12,4,1,4,398744
633,1,1,0.4593,1,10,16.0,1,1,1,11,3,2,2,574714
634,1,2,0.8207,0,2,43.0,1,1,0,5,3,2,2,320083
635,1,1,0.49520000000000003,1,13,7.0,1,1,1,15,3,2,2,481028
636,1,1,0.579,1,4,1.0,2,1,0,20,2,2,1,675326
637,1,1,0.4208,1,8,1.0,2,1,1,11,2,2,1,304284
638,1,1,0.40490000000000004,1,16,5.0,1,1,1,22,2,2,1,525038
640,1,1,0.43670000000000003,1,10,1.0,2,1,1,20,3,2,2,650294
646,1,1,0.8345999999999999,1,3,28.0,2,1,0,22,2,2,2,403296
647,1,1,0.597,1,9,12.0,3,1,0,11,2,2,1,620340
649,5,1,0.5609000000000001,1,11,28.0,1,1,1,12,3,2,2,435402
650,1,4,0.45909999999999995,1,6,19.0,2,1,1,8,3,2,2,491517
651,5,2,0.6546,0,3,29.0,1,1,0,5,2,2,1,185372
652,1,1,0.6906,1,22,26.0,1,1,0,32,1,1,1,348645
654,5,2,0.6757,0,4,45.0,1,1,0,4,6,3,2,328340
655,1,1,0.5168,1,8,24.0,1,1,1,16,3,2,2,366631
656,5,2,0.8297,0,5,43.0,2,1,0,5,3,2,1,134334
658,1,1,0.7698,1,10,30.0,1,1,0,24,1,1,1,498301
659,5,2,0.5611999999999999,0,4,28.0,1,1,0,4,2,1,1,238932
660,1,1,0.5956,1,14,30.0,1,1,1,15,2,2,2,381868
661,2,2,0.8665999999999999,0,4,43.0,2,1,0,4,3,2,1,240565
662,1,1,0.6299,1,15,29.0,1,1,0,16,3,2,2,85134
663,1,1,0.6096,1,4,10.0,2,1,0,29,4,1,2,306420
665,1,4,0.7284999999999999,1,1,31.0,1,1,0,6,3,2,2,250476
666,2,1,0.6962999999999999,1,10,26.0,2,1,0,16,3,2,2,676688
667,1,1,0.5864,1,7,1.0,1,1,0,21,1,1,1,329359
668,1,1,0.4473,1,7,1.0,1,1,1,21,2,1,1,277253
669,1,2,0.823,0,2,43.0,1,1,0,5,2,2,1,435481
671,1,1,0.6959000000000001,1,24,26.0,1,1,0,32,1,1,1,295445
672,1,4,0.5884,1,6,3.0,1,1,0,7,1,1,1,612294
673,1,1,0.6907,1,7,26.0,1,1,0,32,1,1,1,285322
674,1,1,0.3701,1,13,8.0,1,1,1,15,2,1,1,618628
675,1,1,0.7643000000000001,1,3,29.0,1,1,1,17,4,2,2,360595
678,1,1,0.7232999999999999,1,3,24.0,1,1,0,12,3,2,2,572417
679,5,4,0.4437,1,5,7.0,16,1,1,10,4,2,2,599891
680,1,1,0.44939999999999997,1,6,16.0,1,1,1,12,3,2,2,284026
682,1,1,0.6769,1,5,32.0,1,1,0,12,3,2,2,579269
683,1,1,0.8009999999999999,1,2,26.0,2,1,0,13,3,1,1,129345
684,1,1,0.7139,1,3,31.0,1,1,0,14,2,1,1,275213
685,1,1,0.693,1,7,26.0,1,1,0,12,1,1,1,674651
686,2,1,0.5039,1,8,26.0,2,1,1,17,4,2,2,459613
687,1,2,1.0,0,3,47.0,2,1,0,4,3,1,1,202684
688,5,2,0.897,0,5,40.0,2,1,0,5,3,2,1,478013
689,1,1,0.4363,1,13,8.0,1,1,1,15,1,1,1,590218
690,5,1,0.6683,1,3,25.0,4,1,1,12,3,2,2,352347
691,1,2,0.7848,0,5,42.0,1,1,0,5,3,2,2,407921
692,5,1,0.6386,1,20,25.0,4,1,0,25,2,2,1,323603
693,1,2,0.8772,0,3,43.0,5,1,0,5,3,1,2,350281
694,5,1,0.6718000000000001,1,6,25.0,4,1,1,12,4,2,2,339990
695,1,1,0.5267000000000001,1,3,30.0,1,1,1,13,2,2,1,333124
696,1,1,0.732,1,4,26.0,1,1,0,12,1,1,1,448883
697,1,1,0.8231999999999999,1,7,29.0,1,1,0,19,3,2,1,403279
698,5,1,0.7331,1,7,42.0,2,1,0,14,2,2,1,333917
699,5,4,0.5637,1,2,28.0,1,1,1,8,3,2,2,329702
700,1,4,0.607,1,4,28.0,2,1,0,7,2,2,1,441021
701,1,1,0.7595000000000001,1,18,29.0,1,1,1,24,4,2,2,419693
704,1,1,0.47450000000000003,1,2,29.0,2,1,1,17,2,2,1,272069
705,5,4,0.3932,1,5,7.0,1,1,1,6,3,2,1,462936
706,1,1,0.43189999999999995,1,17,15.0,2,1,2,19,4,2,2,493402
707,5,4,0.5725,1,3,1.0,1,1,0,8,2,2,1,623369
708,1,1,0.4919,1,7,1.0,1,1,1,21,3,2,2,323150
709,1,1,0.6855,1,11,29.0,1,1,0,25,4,2,2,405061
710,1,4,0.4003,1,9,9.0,1,1,1,10,2,2,1,661554
711,1,1,0.4618,1,17,7.0,1,1,1,21,2,2,1,658417
712,5,4,0.36340000000000006,1,10,7.0,2,1,2,10,3,2,3,586783
713,1,4,0.7809999999999999,1,7,28.0,1,1,0,7,2,2,1,485342
714,1,1,0.41409999999999997,1,8,1.0,2,1,1,11,2,2,1,373263
715,1,1,0.48109999999999997,1,5,30.0,2,1,1,19,2,2,1,273269
716,5,2,0.8761,0,4,43.0,1,1,0,5,3,2,2,354952
717,1,2,0.9018999999999999,0,4,44.0,1,1,0,5,3,2,1,430304
718,1,2,0.7425,0,4,25.0,1,1,0,5,2,2,2,327954
719,1,1,0.3975,1,17,3.0,2,1,1,28,2,2,1,453055
720,1,1,0.7707999999999999,1,3,30.0,1,1,0,24,2,1,1,370426
721,5,2,0.9034,0,2,43.0,2,1,0,4,3,2,1,247332
722,1,1,0.5390999999999999,1,5,19.0,1,1,1,12,3,2,2,505686
723,1,1,0.5334,1,7,24.0,1,1,1,16,3,2,1,462079
724,1,1,0.4093,1,10,8.0,1,1,1,11,2,2,1,343864
725,1,2,0.8826,0,3,41.0,1,1,0,5,3,2,1,261121
726,1,1,0.7913,1,6,30.0,1,1,0,24,3,2,2,431881
728,2,1,0.5734,1,7,26.0,1,1,0,17,2,2,1,501187
729,1,1,0.5228,1,6,7.0,1,1,0,13,1,2,1,671742
730,1,1,0.5514,1,8,19.0,1,1,1,12,3,2,2,565296
731,1,1,0.6043,1,6,15.0,1,1,0,11,3,2,2,532711
733,1,4,0.6285000000000001,1,5,32.0,1,1,0,6,3,2,2,509388
735,1,1,0.43310000000000004,1,10,1.0,2,1,1,11,3,2,3,271428
736,1,1,0.7167,1,14,30.0,1,1,0,15,3,2,2,500509
737,2,1,0.8437,1,17,27.0,1,1,0,27,2,2,1,629055
738,1,1,0.6770999999999999,1,12,28.0,1,1,0,14,3,2,2,474694
739,1,1,0.4542,1,9,8.0,1,1,1,11,2,2,1,505931
741,1,1,0.6279,1,8,25.0,2,1,0,12,2,2,1,509931
742,1,4,0.6238,1,2,28.0,1,1,0,7,3,2,2,422721
743,5,2,0.5133,0,3,29.0,1,1,1,3,2,1,1,236502
744,2,1,0.6613,1,17,24.0,1,1,0,28,2,2,1,493296
746,1,1,0.6601,1,5,28.0,2,1,0,16,1,1,1,463319
747,1,2,1.0,0,1,46.0,1,1,0,4,3,1,2,501808
748,1,1,0.812,1,2,29.0,1,1,0,17,3,2,2,375831
749,1,1,0.45280000000000004,1,19,7.0,1,1,1,21,2,2,1,653144
750,1,2,0.8543000000000001,0,4,42.0,3,1,0,5,3,2,1,320387
751,1,1,0.6846,1,2,26.0,1,1,0,12,1,1,1,715055
752,1,4,0.34240000000000004,1,8,30.0,1,1,1,8,1,1,1,345183
754,1,1,0.5579,1,11,8.0,1,1,1,11,1,1,1,525481
756,5,2,0.5821000000000001,0,1,28.0,1,1,1,4,3,2,2,315759
757,1,1,0.687,1,14,28.0,2,1,0,36,4,2,2,334621
758,1,1,0.46159999999999995,1,5,10.0,1,1,2,14,4,2,2,631157
759,1,1,0.8162,1,25,28.0,1,1,0,28,3,2,2,476694
760,1,1,0.49420000000000003,1,1,30.0,1,1,1,15,3,2,2,433246
761,5,4,0.4235,1,2,2.0,4,1,1,6,2,2,2,391835
763,5,1,0.6391,1,21,25.0,4,1,1,25,2,2,2,324707
764,1,1,0.45289999999999997,1,9,18.0,1,1,1,18,4,2,2,384179
765,5,2,0.8597,0,2,44.0,1,1,0,4,3,1,2,59805
766,1,4,0.7548999999999999,1,3,30.0,1,1,0,6,2,2,1,523868
767,1,1,0.5193,1,5,29.0,1,1,1,13,2,1,1,416876
